video,start_frame,end_frame,knee_angle_mean,knee_angle_std,trunk_incl_mean,trunk_incl_std,dist_sh_hip_mean,dist_sh_hip_std,actividad
Video 1.mp4,0,14,130.62812456162035,2.872056196315544,13.445632504500127,0.34998750371826337,0.08571331427756165,0.0007527388195071356,sentado
Video 1.mp4,7,21,137.6707377791939,6.494605232101484,15.133279370894552,1.7842412033528188,0.08357882736790864,0.0028860004205801633,sentado
Video 1.mp4,14,28,139.08421430696092,7.027327575716311,16.858814283021786,1.0881313006518232,0.07582562690176102,0.008014734810509213,parandose
Video 1.mp4,21,35,146.72212316887968,13.878174333867516,15.854599691529124,1.8805495109228836,0.07025229458584153,0.0066265938904825055,parandose
Video 1.mp4,28,42,165.36698295373984,8.949650517982032,13.866931428892709,1.522714029135394,0.08117682952870141,0.014007567301041218,parandose
Video 1.mp4,35,49,174.6717038127284,2.5535471721650604,12.713358173587899,0.38367780308741045,0.09609828764886284,0.005598228412867775,caminando adelante
Video 1.mp4,42,56,177.31101784163735,1.333121915435977,12.65767373900919,0.3808306127899426,0.10015567274634951,0.0006153651891466726,caminando adelante
Video 1.mp4,49,63,175.69065422193347,3.6006336411173323,13.541982811164555,1.107144124072717,0.101870053447422,0.001503491652990699,caminando adelante
Video 1.mp4,56,70,172.93216615357554,3.0115318981977093,15.621729287318175,1.5995784511439055,0.10643776532626865,0.00407776668156449,caminando adelante
Video 1.mp4,63,77,174.547674807334,3.2113438765712408,17.199324991554022,0.5053983746141417,0.11393327335819589,0.005777644424805283,caminando adelante
Video 1.mp4,70,84,177.068114621847,1.7428640892450304,17.513063895659876,0.4995632506991835,0.124069351688989,0.006719167351041905,caminando adelante
Video 1.mp4,77,91,174.36946569591316,4.978046537035958,16.02934318931615,1.8338029231924655,0.13270545189097563,0.003744701153964709,caminando adelante
Video 1.mp4,84,98,170.5184305460032,4.946288255009965,13.198810987129173,1.6721263792913676,0.13932460727426307,0.004881612473418638,caminando adelante
Video 1.mp4,91,105,172.65765065354478,5.227114232530255,11.872667552516614,0.50418012189693,0.14710582658038174,0.005927373281379885,caminando adelante
Video 1.mp4,98,112,177.1378621298606,1.0894601467937683,12.229470705669318,0.6154596820072455,0.15567126254529706,0.0047693478107727885,caminando adelante
Video 1.mp4,105,119,178.02504348770748,1.1093484272403713,12.955638321463747,0.4354590841417705,0.1669257300007011,0.009527198424786632,caminando adelante
Video 1.mp4,112,126,178.76724610239606,0.6511976180529768,13.72055936841582,0.6428871300111975,0.18374281796908415,0.01090585988912012,caminando adelante
Video 1.mp4,119,133,177.79214932103156,2.1553126715760573,12.683443899434524,1.6362312683116125,0.19660072547885996,0.004611696019942589,girando
Video 1.mp4,126,140,176.11720335267697,2.6782629334161836,10.451097847039186,1.1159519760853909,0.20669309254735743,0.00792340792553421,girando
Video 1.mp4,133,147,175.6910337612532,2.5314787565721866,10.96800024102209,1.632843195071627,0.21896970949303038,0.008702576297121631,girando
Video 1.mp4,140,154,175.04206861844528,1.9700122413409984,12.709227274167159,0.9413285800631214,0.23381675174475997,0.010037595997579349,girando
Video 1.mp4,147,161,171.96140419997224,5.210941974177698,10.771622549235614,3.304509789080146,0.25318455737193185,0.012752555175212864,girando
Video 1.mp4,154,168,165.51409277441252,7.263811516078334,2.934137525115856,6.977335959731446,0.26745133676084343,0.005835246957566209,sentado
Video 1.mp4,161,175,163.41834679220375,3.992511732489522,-5.852561778307054,4.453202359020563,0.27180868696185045,0.004383955023406993,sentado
Video 1.mp4,168,182,168.92472999050491,4.650358988811675,-10.468007437409703,1.8430465166357533,0.2657904778638743,0.00922607522925711,sentado
Video 1.mp4,175,189,174.93461250679695,4.828572318362905,-11.903456734629318,0.7998534828740019,0.25069381367490334,0.009867499955074861,sentado
Video 1.mp4,182,196,178.34040881450855,0.9403682298569972,-11.15884593445511,1.231335717421117,0.2336803718151978,0.01146087594617197,sentado
Video 1.mp4,189,203,177.70961033923336,1.0005379838558628,-10.142939819284427,0.45055284499370246,0.21639815386963349,0.008502566118644144,sentado
Video 1.mp4,196,210,178.16673112497267,1.0514576667522986,-9.710765671344719,0.6342317779456866,0.2006755795389923,0.011082905928021025,sentado
Video 1.mp4,203,217,178.54692374253548,0.8215434613387731,-10.079536352473614,0.9121506380659661,0.185175792560766,0.008578635352426143,girando
Video 1.mp4,210,224,177.80562138631478,1.456179603977399,-11.270162007754159,0.6995798063206444,0.1738443585619978,0.005896460358187588,girando
Video 1.mp4,217,231,176.37554521061776,1.6296839281012128,-12.124178150737283,0.5291726587704313,0.16484489673822206,0.005518788861202495,girando
Video 1.mp4,224,238,175.43672598970275,1.9029123772027288,-12.492065586798857,0.5978240268370005,0.1540931588734135,0.00819962595779084,sentandose
Video 1.mp4,231,245,175.52777898440362,2.3327634569736917,-12.34269350618652,0.5698813522421116,0.1423926253937152,0.006528261185318437,sentandose
Video 1.mp4,238,252,175.91670335407076,2.1594099172304806,-10.86080401800996,1.2085574038861102,0.1322153813870795,0.007065668548126669,sentandose
Video 1.mp4,245,259,177.43026787230173,1.3092987233671871,-9.815811206602593,0.7578605993478889,0.12210387772584595,0.005312912034843268,sentandose
Video 1.mp4,252,266,173.8806409030958,4.8067583404460645,-8.836041461833021,1.6847111236558798,0.11686087325089892,0.0011275115308247026,sentado
Video 1.mp4,259,273,162.19488751241826,10.437898803351022,-6.564849103846571,2.572662627385208,0.11433683666216957,0.0026826556418927897,sentado
Video 1.mp4,266,280,158.521295778534,11.21728253363746,-3.907254677146438,2.6155222307986317,0.10902347687194877,0.004112527679867775,sentado
Video 1.mp4,273,287,166.37024582254344,11.722067690464412,0.8844273912263565,5.349443729286082,0.10418746035178293,0.002340128352516426,sentado
Video 1.mp4,280,294,175.724294180839,2.7737910049851147,6.810399113358836,1.934179432083368,0.09820756769940439,0.006054386878464482,parado
Video 1.mp4,287,301,170.62512121986325,11.12751595445515,8.854380855216549,1.4650298003461641,0.08712700649910239,0.007656465299030858,parado
Video 1.mp4,294,308,154.07682430795407,13.920412783449846,9.358257987710804,0.8011950535475275,0.07925313193972257,0.0035643702944455503,caminando adelante
Video 1.mp4,301,315,141.03664398967575,3.128686974048675,9.340712005563473,0.7733405231708623,0.07906522109959857,0.0024728164693497627,caminando adelante
Video 1.mp4,308,322,132.43292023031478,7.955768724758768,10.18888066419623,0.5431860139283128,0.08170716392734285,0.0007243046521051107,girando
Video 1.mp4,315,329,122.03582991814677,5.406129221093064,10.5095223951671,0.28329155304763426,0.08228500839025836,0.0005183673472759348,girando
Video 1.mp4,322,336,118.66512691624429,1.1148780824436773,11.10782013572918,0.7976478593565182,0.0826560640703672,0.00048408855234155496,girando
Video 1.mp4,329,343,120.38769556045675,1.169304350449247,12.037352695112315,0.3639098525999663,0.08303089045202589,7.173001966270413e-05,girando
Video 1.mp4,336,350,121.70742755131542,0.47419112998044693,12.31598636811184,0.05041460206053735,0.0830188949026081,2.4025251154500695e-05,sentandose
Video 1.mp4,343,357,118.83769220207641,4.304180882114767,10.979480992324017,1.8590474984977805,0.08287246683535893,0.00026383035343506664,sentandose
Video 1.mp4,350,364,114.93743484084914,3.366245161442984,6.235811756170732,4.248915378206442,0.08217279411480363,0.0009404626053090071,sentandose
Video 1.mp4,357,371,119.32801411108655,8.222517408702426,0.9813393730599328,2.6397022504256493,0.07849975425467468,0.003687786190313562,sentandose
Video 1.mp4,364,378,139.95997073340203,18.75282290970086,0.9164221244822401,2.5353765693584687,0.0815644222205751,0.00805099653690464,sentandose
Video 1.mp4,371,385,164.89298192134476,13.516207427106536,5.871876034275901,4.24521283647224,0.09302218847364249,0.00846898594504047,sentandose
Video 1.mp4,378,392,175.24303512621128,2.913317754019204,10.34316176841249,1.4523373435728997,0.10032855833663044,0.0014243165331895196,sentado
Video 1.mp4,385,399,173.32378362487827,2.6999294418394673,10.074182996514306,1.4267219236143358,0.10358205034403326,0.0027177731053790823,sentado
Video 1.mp4,392,406,173.42985815982453,1.7664868108005152,9.47755699581256,1.1959717960046703,0.10633130456029694,0.00231254985001332,parandose
Video 10.mp4,0,14,86.41566090141251,5.205620765948806,19.153101996264812,1.047592174007607,0.0799894646920854,0.002135186075183052,parandose
Video 10.mp4,7,21,113.33123860990445,28.83714070596156,21.441189125069176,2.6467446770101337,0.07477035025582296,0.004320232657787631,parandose
Video 10.mp4,14,28,151.88923342501448,23.28279094256215,20.60204419641407,3.5964082754413274,0.07884262605770223,0.01020878413173635,parandose
Video 10.mp4,21,35,169.7294633767048,2.8817195607800046,15.868700385236519,2.3429982527068436,0.09707937065572238,0.013862260503624763,caminando adelante
Video 10.mp4,28,42,171.41620040299685,2.4991046783130373,15.18209083426361,1.4994547730918357,0.11125023735355591,0.003687825443181522,caminando adelante
Video 10.mp4,35,49,172.31478386828925,2.2154066350712984,18.594449582347014,2.820125489740262,0.1165045612052183,0.0037596734252293555,caminando adelante
